"a * ( 1 -e ) > 30" a e i Om om M kbo._epoch_M kbo._epoch kbo._H kbo._G kbo.name
True 43.373497009277344 0.0958783 0.10682095593021866 3.629421181006693 5.54438820180078 4.9494087195050875 43580.5 42980.5 6.800000190734863 0.15000000596046448 182222
True 58.07732391357422 0.3816369 0.3477514472428573 3.9742262399775408 2.5360303017543435 0.5898339887535506 43580.5 42980.5 7.5 0.15000000596046448 182223
True 45.421199798583984 0.1702524 0.18561453823233443 0.7851229256987886 3.5860468089647903 6.241813632277424 43580.5 42980.5 6.599999904632568 0.15000000596046448 182294
True 51.87269973754883 0.2381726 0.29689778701654895 2.460311305641211 1.9052683207362373 1.1861101641840028 43580.5 42980.5 5.900000095367432 0.15000000596046448 182397
True 45.91305160522461 0.1509367 0.038297409124748744 0.9681416142375956 3.321234054392216 5.463253401294862 43580.5 42980.5 7.300000190734863 0.15000000596046448 182926
True 51.01211929321289 0.2482407 0.018421601247539294 2.045121961694822 2.857934572195491 5.9361983203276365 43580.5 42980.5 6.400000095367432 0.15000000596046448 182933
True 44.54465866088867 0.1073526 0.2019738707555004 4.273589248636149 4.4954505411479255 1.459361410986602 43580.5 42980.5 5.400000095367432 0.15000000596046448 182934
True 44.29674530029297 0.1019442 0.029153281154988154 4.83056835165361 4.149800194847086 5.279078235052689 43580.5 42980.5 6.699999809265137 0.15000000596046448 183595
True 44.51673126220703 0.1063113 0.04267277473628877 1.801670555383828 2.2945641488779493 5.61949893192094 43580.5 42980.5 6.800000190734863 0.15000000596046448 183963
True 53.042945861816406 0.3827222 0.19751036283425719 1.7754524002422702 0.9885506160933633 0.05015884149790665 43580.5 42980.5 7.400000095367432 0.15000000596046448 183964
True 107.56200408935547 0.6716127 0.26935928654080055 6.226942008118203 0.05984489570176854 0.04358558568348104 43580.5 42980.5 7.199999809265137 0.15000000596046448 184212
True 45.47447967529297 0.1455594 0.10068804547965925 0.007663042658580699 4.68248700766528 5.604015845975437 43580.5 42980.5 6.300000190734863 0.15000000596046448 184314
True 43.21718215942383 0.1472843 0.4486255311694154 5.368501858135369 3.8919305675524574 3.9583748388532802 43580.5 42980.5 3.5 0.15000000596046448 202421
True 39.36052703857422 0.1827529 0.23730020327269713 4.401766925585553 0.265541195709738 4.059789877376261 43580.5 42980.5 3.5999999046325684 0.15000000596046448 208996
True 67.3782730102539 0.5029744 0.5365042545037411 5.879027708574688 3.622471129509913 1.836831472307817 43580.5 42980.5 1.7999999523162842 0.15000000596046448 225088
True 72.71744537353516 0.4842862 0.4080215124514678 2.2880228926084967 6.054188607159161 6.0075294922287545 43580.5 42980.5 3.299999952316284 0.15000000596046448 229762
True 46.81768798828125 0.2424547 0.6658340149407141 5.735364548834799 2.3135708632617358 0.0021814870551207007 43580.5 42980.5 4.199999809265137 0.15000000596046448 230965
